id	BioSample_id	BioSampleAccession	BioSampleAccessionSecondary	BioSampleBioProjectAccession	BioSampleSRAAccession	BioSampleTitle	BioSampleName	BioSamplePackage	BioSampleOrganism	BioSampleOrganismAlt	BioSampleTaxonomyID	BioSampleIsolate	BioSampleCollectedBy	BioSampleCollectionDate	BioSampleGeographicLocation	BioSampleHost	BioSampleHostDisease	BioSampleHostAge	BioSampleHostAgeUnit	BioSampleHostSex	BioSampleHostAnatomicalPart	BioSamplePassageHistory	BioSampleGISAIDAccession	BioSampleGISAIDVirusName	BioSampleSequencedBy	BioSamplePurposeSampling	BioSamplePurposeSequencing	BioSampleCollectionDevice	BioSampleDiagGeneName	BioSamplePCRCtValue	BioSampleIsolationSource	BioSampleLat	BioSampleLatLon	BioSampleLon	BioSampleSubmissionDate	BioSampleModificationDate	BioSamplePublicationDate	BioSampleOrganization	BioSampleComment
1	29612585	SAMN29612585		PRJNA857067	SRS14083986	Pathogen: environmental/food/other sample from Streptococcus agalactiae	KALRO-Sagal2	Pathogen.env.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		KALRO	2021-12-10	Kenya:Laikipia ranch	Camelus dromedarius															mastitis-infection		0.360600 N 36.782000 E		2022-07-08T16:32:14.963	2022-07-22T12:33:30.260	2022-07-08T00:00:00.000	Kenya Agricultural and Livestock Research Organisation
437	19685887	SAMEA8558214			ERS6242901	GBS extramammary camel		Generic.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311	39O		2019	Kenya	Camelus dromedarius															mouth_calf				2021-06-13T08:06:59.406	2021-06-13T10:20:31.000	2021-06-12T00:00:00.000	EBI
438	19685886	SAMEA8558213			ERS6242900	GBS extramammary camel		Generic.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311	C92N		2019	Kenya	Camelus dromedarius															nose_calf				2021-06-13T08:06:59.373	2021-06-13T10:20:30.000	2021-06-12T00:00:00.000	EBI
439	19685885	SAMEA8558212			ERS6242899	GBS extramammary camel		Generic.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311	C91N		2019	Kenya	Camelus dromedarius															nose_calf				2021-06-13T08:06:59.360	2021-06-13T10:20:31.000	2021-06-12T00:00:00.000	EBI
440	19685884	SAMEA8558211			ERS6242898	GBS extramammary camel		Generic.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311	C90N		2019	Kenya	Camelus dromedarius															nose_calf				2021-06-13T08:06:59.343	2021-06-13T10:20:31.000	2021-06-12T00:00:00.000	EBI
441	19685883	SAMEA8558210			ERS6242897	GBS extramammary camel		Generic.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311	C87N		2019	Kenya	Camelus dromedarius															nose_calf				2021-06-13T08:06:59.310	2021-06-13T10:20:32.000	2021-06-12T00:00:00.000	EBI
442	19685882	SAMEA8558209			ERS6242896	GBS extramammary camel		Generic.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311	C84Nb		2019	Kenya	Camelus dromedarius															nose_calf				2021-06-13T08:06:59.296	2021-06-13T10:20:31.000	2021-06-12T00:00:00.000	EBI
443	19685881	SAMEA8558208			ERS6242895	GBS extramammary camel		Generic.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311	C84Na		2019	Kenya	Camelus dromedarius															nose_calf				2021-06-13T08:06:59.280	2021-06-13T10:20:32.000	2021-06-12T00:00:00.000	EBI
444	19685880	SAMEA8558207			ERS6242894	GBS extramammary camel		Generic.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311	C74N		2019	Kenya	Camelus dromedarius															nose_calf				2021-06-13T08:06:59.263	2021-06-13T10:20:32.000	2021-06-12T00:00:00.000	EBI
445	19685879	SAMEA8558206			ERS6242893	GBS extramammary camel		Generic.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311	C61N		2019	Kenya	Camelus dromedarius															nose_calf				2021-06-13T08:06:59.233	2021-06-13T10:20:31.000	2021-06-12T00:00:00.000	EBI
446	19685878	SAMEA8558205			ERS6242892	GBS extramammary camel		Generic.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311	C57N		2019	Kenya	Camelus dromedarius															nose_calf				2021-06-13T08:06:59.216	2021-06-13T10:20:31.000	2021-06-12T00:00:00.000	EBI
447	19685877	SAMEA8558204			ERS6242891	GBS extramammary camel		Generic.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311	C54N		2019	Kenya	Camelus dromedarius															nose_calf				2021-06-13T08:06:59.203	2021-06-13T10:20:30.000	2021-06-12T00:00:00.000	EBI
448	19685876	SAMEA8558203			ERS6242890	GBS extramammary camel		Generic.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311	C52N		2019	Kenya	Camelus dromedarius															nose_calf				2021-06-13T08:06:59.170	2021-06-13T10:20:31.000	2021-06-12T00:00:00.000	EBI
449	19685875	SAMEA8558202			ERS6242889	GBS extramammary camel		Generic.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311	C39N		2019	Kenya	Camelus dromedarius															nose_calf				2021-06-13T08:06:59.156	2021-06-13T10:20:32.000	2021-06-12T00:00:00.000	EBI
450	19685874	SAMEA8558201			ERS6242888	GBS extramammary camel		Generic.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311	C36N		2019	Kenya	Camelus dromedarius															nose_calf				2021-06-13T08:06:59.140	2021-06-13T10:20:30.000	2021-06-12T00:00:00.000	EBI
451	19685873	SAMEA8558200			ERS6242887	GBS extramammary camel		Generic.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311	C34N		2019	Kenya	Camelus dromedarius															nose_calf				2021-06-13T08:06:59.110	2021-06-13T10:20:31.000	2021-06-12T00:00:00.000	EBI
452	19685872	SAMEA8558199			ERS6242886	GBS extramammary camel		Generic.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311	27R		2019	Kenya	Camelus dromedarius															rectum_calf				2021-06-13T08:06:59.093	2021-06-13T10:20:31.000	2021-06-12T00:00:00.000	EBI
453	19685871	SAMEA8558198			ERS6242885	GBS extramammary camel		Generic.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311	13R		2019	Kenya	Camelus dromedarius															rectum_calf				2021-06-13T08:06:59.060	2021-06-13T10:20:30.000	2021-06-12T00:00:00.000	EBI
454	19685870	SAMEA8558197			ERS6242884	GBS extramammary camel		Generic.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311	9R		2019	Kenya	Camelus dromedarius															rectum_calf				2021-06-13T08:06:59.046	2021-06-13T10:20:30.000	2021-06-12T00:00:00.000	EBI
455	6707240	SAMN06707240		PRJNA382326	SRS2163339	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	ILRI127	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		ILRI	2002	Kenya: Laikipia	Camelus dromedarius	Peri-arthricular abscess														Pus		missing		2017-04-11T10:53:04.160	2017-05-03T07:52:17.190	2017-04-11T00:00:00.000	Swiss Tropical and Public Health Institute
456	6707239	SAMN06707239		PRJNA382326	SRS2163340	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	ILRI120	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		ILRI	2002	Kenya: Ngurunit Marsabit	Camelus dromedarius	Chronic cough														nasal swab		missing		2017-04-11T10:53:04.090	2017-05-03T07:52:17.397	2017-04-11T00:00:00.000	Swiss Tropical and Public Health Institute
457	6707238	SAMN06707238		PRJNA382326	SRS2163341	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	ILRI067	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		ILRI	2003	Kenya: Samburu	Camelus dromedarius	Healthy														swab		missing		2017-04-11T10:53:04.007	2017-05-03T07:52:17.680	2017-04-11T00:00:00.000	Swiss Tropical and Public Health Institute
458	6707237	SAMN06707237		PRJNA382326	SRS2163342	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	ILRI054	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		ILRI	2001	Kenya: Laikipia	Camelus dromedarius	Wound infection														swab		missing		2017-04-11T10:53:03.947	2017-05-03T07:52:17.830	2017-04-11T00:00:00.000	Swiss Tropical and Public Health Institute
459	6707236	SAMN06707236		PRJNA382326	SRS2163343	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	ILRI037	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		ILRI	2004	Kenya: West Pokot	Camelus dromedarius	Gingivitis														swab		missing		2017-04-11T10:53:03.880	2017-05-03T07:52:17.990	2017-04-11T00:00:00.000	Swiss Tropical and Public Health Institute
460	4593811	SAMN04593811		PRJNA315969	SRS1369999	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K59213	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2012	Kenya	Homo sapiens	Streptococcal infections														blood		3.6333 S 39.8500 E		2016-03-31T12:00:10.440	2016-04-01T10:57:34.540	2016-03-31T12:00:04.300	University of Oxford
461	4593810	SAMN04593810		PRJNA315969	SRS1370000	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K58722	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2012	Kenya	Homo sapiens	Streptococcal infections														blood		3.6333 S 39.8500 E		2016-03-31T12:00:10.403	2016-04-01T10:57:34.220	2016-03-31T12:00:04.300	University of Oxford
462	4593809	SAMN04593809		PRJNA315969	SRS1370001	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K56677	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2012	Kenya	Homo sapiens	Streptococcal infections														aspirate		3.6333 S 39.8500 E		2016-03-31T12:00:10.363	2016-04-01T10:57:33.910	2016-03-31T12:00:04.300	University of Oxford
463	4593808	SAMN04593808		PRJNA315969	SRS1370002	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K62205	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2013	Kenya	Homo sapiens	N/A														surface		3.6333 S 39.8500 E		2016-03-31T12:00:10.323	2016-04-01T10:57:32.013	2016-03-31T12:00:04.300	University of Oxford
464	4593807	SAMN04593807		PRJNA315969	SRS1370003	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K61856	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2013	Kenya	Homo sapiens	N/A														surface		3.6333 S 39.8500 E		2016-03-31T12:00:10.287	2016-04-01T10:57:31.710	2016-03-31T12:00:04.300	University of Oxford
465	4593806	SAMN04593806		PRJNA315969	SRS1370004	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K61593	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2013	Kenya	Homo sapiens	N/A														surface		3.6333 S 39.8500 E		2016-03-31T12:00:10.250	2016-04-01T10:57:31.410	2016-03-31T12:00:04.300	University of Oxford
466	4593805	SAMN04593805		PRJNA315969	SRS1370005	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K61569	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2013	Kenya	Homo sapiens	N/A														surface		3.6333 S 39.8500 E		2016-03-31T12:00:10.203	2016-04-01T10:57:31.133	2016-03-31T12:00:04.300	University of Oxford
467	4593804	SAMN04593804		PRJNA315969	SRS1370006	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K61520	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2013	Kenya	Homo sapiens	N/A														surface		3.6333 S 39.8500 E		2016-03-31T12:00:10.157	2016-04-01T10:57:30.890	2016-03-31T12:00:04.300	University of Oxford
468	4593803	SAMN04593803		PRJNA315969	SRS1370007	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K61337	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2013	Kenya	Homo sapiens	N/A														surface		3.6333 S 39.8500 E		2016-03-31T12:00:10.107	2016-04-01T10:57:30.587	2016-03-31T12:00:04.300	University of Oxford
469	4593802	SAMN04593802		PRJNA315969	SRS1370008	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K61281	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2013	Kenya	Homo sapiens	N/A														surface		3.6333 S 39.8500 E		2016-03-31T12:00:10.000	2016-04-01T10:57:30.323	2016-03-31T12:00:04.300	University of Oxford
470	4593801	SAMN04593801		PRJNA315969	SRS1370009	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K61004	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2013	Kenya	Homo sapiens	N/A														surface		3.6333 S 39.8500 E		2016-03-31T12:00:09.923	2016-04-01T10:57:30.090	2016-03-31T12:00:04.300	University of Oxford
471	4593800	SAMN04593800		PRJNA315969	SRS1370010	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K60927	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2013	Kenya	Homo sapiens	N/A														surface		3.6333 S 39.8500 E		2016-03-31T12:00:09.890	2016-04-01T10:57:29.827	2016-03-31T12:00:04.300	University of Oxford
472	4593799	SAMN04593799		PRJNA315969	SRS1370011	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K60926	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2013	Kenya	Homo sapiens	N/A														surface		3.6333 S 39.8500 E		2016-03-31T12:00:09.843	2016-04-01T10:57:28.597	2016-03-31T12:00:04.300	University of Oxford
473	4593798	SAMN04593798		PRJNA315969	SRS1370012	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K60802	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2013	Kenya	Homo sapiens	N/A														surface		3.6333 S 39.8500 E		2016-03-31T12:00:09.800	2016-04-01T10:57:28.380	2016-03-31T12:00:04.300	University of Oxford
474	4593797	SAMN04593797		PRJNA315969	SRS1370013	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K60691	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2013	Kenya	Homo sapiens	N/A														surface		3.6333 S 39.8500 E		2016-03-31T12:00:09.760	2016-04-01T10:57:28.197	2016-03-31T12:00:04.300	University of Oxford
475	4593796	SAMN04593796		PRJNA315969	SRS1370014	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K59750	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2012	Kenya	Homo sapiens	N/A														surface		3.6333 S 39.8500 E		2016-03-31T12:00:09.697	2016-04-01T10:57:27.977	2016-03-31T12:00:04.300	University of Oxford
476	4593795	SAMN04593795		PRJNA315969	SRS1370015	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K59732	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2012	Kenya	Homo sapiens	N/A														surface		3.6333 S 39.8500 E		2016-03-31T12:00:09.657	2016-04-01T10:57:27.697	2016-03-31T12:00:04.300	University of Oxford
477	4593794	SAMN04593794		PRJNA315969	SRS1370016	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K59579	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2012	Kenya	Homo sapiens	N/A														surface		3.6333 S 39.8500 E		2016-03-31T12:00:09.617	2016-04-01T10:57:27.483	2016-03-31T12:00:04.300	University of Oxford
478	4593793	SAMN04593793		PRJNA315969	SRS1370017	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K59519	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2012	Kenya	Homo sapiens	N/A														surface		3.6333 S 39.8500 E		2016-03-31T12:00:09.570	2016-04-01T10:57:25.663	2016-03-31T12:00:04.300	University of Oxford
479	4593792	SAMN04593792		PRJNA315969	SRS1370018	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K59497	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2012	Kenya	Homo sapiens	N/A														surface		3.6333 S 39.8500 E		2016-03-31T12:00:09.527	2016-04-01T10:57:23.923	2016-03-31T12:00:04.300	University of Oxford
480	4593791	SAMN04593791		PRJNA315969	SRS1370019	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K59496	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2012	Kenya	Homo sapiens	N/A														surface		3.6333 S 39.8500 E		2016-03-31T12:00:09.483	2016-04-01T10:57:23.533	2016-03-31T12:00:04.300	University of Oxford
481	4593790	SAMN04593790		PRJNA315969	SRS1370020	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K59380	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2012	Kenya	Homo sapiens	N/A														surface		3.6333 S 39.8500 E		2016-03-31T12:00:09.450	2016-04-01T10:57:23.220	2016-03-31T12:00:04.300	University of Oxford
482	4593789	SAMN04593789		PRJNA315969	SRS1370021	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K59319	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2012	Kenya	Homo sapiens	N/A														surface		3.6333 S 39.8500 E		2016-03-31T12:00:09.410	2016-04-01T10:57:22.910	2016-03-31T12:00:04.300	University of Oxford
483	4593788	SAMN04593788		PRJNA315969	SRS1370022	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K59216	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2012	Kenya	Homo sapiens	N/A														surface		3.6333 S 39.8500 E		2016-03-31T12:00:09.380	2016-04-01T10:57:21.597	2016-03-31T12:00:04.300	University of Oxford
484	4593787	SAMN04593787		PRJNA315969	SRS1370023	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K59112	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2012	Kenya	Homo sapiens	N/A														surface		3.6333 S 39.8500 E		2016-03-31T12:00:09.347	2016-04-01T10:57:21.283	2016-03-31T12:00:04.300	University of Oxford
485	4593786	SAMN04593786		PRJNA315969	SRS1370024	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K58953	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2012	Kenya	Homo sapiens	N/A														surface		3.6333 S 39.8500 E		2016-03-31T12:00:09.293	2016-04-01T10:57:21.027	2016-03-31T12:00:04.300	University of Oxford
486	4593785	SAMN04593785		PRJNA315969	SRS1370025	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K58904	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2012	Kenya	Homo sapiens	N/A														surface		3.6333 S 39.8500 E		2016-03-31T12:00:09.220	2016-04-01T10:57:19.787	2016-03-31T12:00:04.300	University of Oxford
487	4593784	SAMN04593784		PRJNA315969	SRS1370026	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K58847	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2012	Kenya	Homo sapiens	N/A														surface		3.6333 S 39.8500 E		2016-03-31T12:00:09.153	2016-04-01T10:57:19.527	2016-03-31T12:00:04.300	University of Oxford
488	4593783	SAMN04593783		PRJNA315969	SRS1370027	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K58834	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2012	Kenya	Homo sapiens	N/A														surface		3.6333 S 39.8500 E		2016-03-31T12:00:09.067	2016-04-01T10:57:19.243	2016-03-31T12:00:04.300	University of Oxford
489	4593782	SAMN04593782		PRJNA315969	SRS1370028	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K58784	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2012	Kenya	Homo sapiens	N/A														surface		3.6333 S 39.8500 E		2016-03-31T12:00:09.000	2016-04-01T10:57:18.980	2016-03-31T12:00:04.300	University of Oxford
490	4593781	SAMN04593781		PRJNA315969	SRS1370029	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K58759	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2012	Kenya	Homo sapiens	N/A														surface		3.6333 S 39.8500 E		2016-03-31T12:00:08.917	2016-04-01T10:57:17.663	2016-03-31T12:00:04.300	University of Oxford
491	4593780	SAMN04593780		PRJNA315969	SRS1370030	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K58245	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2012	Kenya	Homo sapiens	N/A														surface		3.6333 S 39.8500 E		2016-03-31T12:00:08.847	2016-04-01T10:57:17.433	2016-03-31T12:00:04.300	University of Oxford
492	4593779	SAMN04593779		PRJNA315969	SRS1370031	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K58244	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2012	Kenya	Homo sapiens	N/A														surface		3.6333 S 39.8500 E		2016-03-31T12:00:08.767	2016-04-01T10:57:17.210	2016-03-31T12:00:04.300	University of Oxford
